#indeks,segment,pozycja,pokrycie
11205,hRSV/A/England/397/2017,11205,1121
11206,hRSV/A/England/397/2017,11206,1093
11207,hRSV/A/England/397/2017,11207,1097
11208,hRSV/A/England/397/2017,11208,1098
11209,hRSV/A/England/397/2017,11209,1120
11210,hRSV/A/England/397/2017,11210,1156
11211,hRSV/A/England/397/2017,11211,1143
11212,hRSV/A/England/397/2017,11212,1143
11213,hRSV/A/England/397/2017,11213,1143
11214,hRSV/A/England/397/2017,11214,1143
11215,hRSV/A/England/397/2017,11215,1191
11216,hRSV/A/England/397/2017,11216,1205
11217,hRSV/A/England/397/2017,11217,1194
11218,hRSV/A/England/397/2017,11218,1184
11219,hRSV/A/England/397/2017,11219,1134
11220,hRSV/A/England/397/2017,11220,1144
11221,hRSV/A/England/397/2017,11221,1145
11222,hRSV/A/England/397/2017,11222,1134
11223,hRSV/A/England/397/2017,11223,1123
11224,hRSV/A/England/397/2017,11224,1076
11225,hRSV/A/England/397/2017,11225,1053
11226,hRSV/A/England/397/2017,11226,1051
11227,hRSV/A/England/397/2017,11227,1024
11228,hRSV/A/England/397/2017,11228,1025
11229,hRSV/A/England/397/2017,11229,1004
11230,hRSV/A/England/397/2017,11230,1003
11231,hRSV/A/England/397/2017,11231,1010
11232,hRSV/A/England/397/2017,11232,1001
11233,hRSV/A/England/397/2017,11233,1001
11234,hRSV/A/England/397/2017,11234,1000
11235,hRSV/A/England/397/2017,11235,1001
11236,hRSV/A/England/397/2017,11236,1002
11237,hRSV/A/England/397/2017,11237,1002
11238,hRSV/A/England/397/2017,11238,1001
11239,hRSV/A/England/397/2017,11239,988
11240,hRSV/A/England/397/2017,11240,963
11241,hRSV/A/England/397/2017,11241,938
11242,hRSV/A/England/397/2017,11242,948
11243,hRSV/A/England/397/2017,11243,640
11244,hRSV/A/England/397/2017,11244,640
11245,hRSV/A/England/397/2017,11245,640
11246,hRSV/A/England/397/2017,11246,641
11247,hRSV/A/England/397/2017,11247,641
11248,hRSV/A/England/397/2017,11248,647
11249,hRSV/A/England/397/2017,11249,649
11250,hRSV/A/England/397/2017,11250,656
11251,hRSV/A/England/397/2017,11251,659
11252,hRSV/A/England/397/2017,11252,659
11253,hRSV/A/England/397/2017,11253,660
11254,hRSV/A/England/397/2017,11254,660
11255,hRSV/A/England/397/2017,11255,661
11256,hRSV/A/England/397/2017,11256,661
11257,hRSV/A/England/397/2017,11257,669
11258,hRSV/A/England/397/2017,11258,671
11259,hRSV/A/England/397/2017,11259,671
11260,hRSV/A/England/397/2017,11260,671
11261,hRSV/A/England/397/2017,11261,671
11262,hRSV/A/England/397/2017,11262,671
11263,hRSV/A/England/397/2017,11263,671
11264,hRSV/A/England/397/2017,11264,671
11265,hRSV/A/England/397/2017,11265,673
11266,hRSV/A/England/397/2017,11266,673
11267,hRSV/A/England/397/2017,11267,673
11268,hRSV/A/England/397/2017,11268,675
11269,hRSV/A/England/397/2017,11269,675
11270,hRSV/A/England/397/2017,11270,676
11271,hRSV/A/England/397/2017,11271,681
11272,hRSV/A/England/397/2017,11272,682
11273,hRSV/A/England/397/2017,11273,683
11274,hRSV/A/England/397/2017,11274,681
11275,hRSV/A/England/397/2017,11275,684
11276,hRSV/A/England/397/2017,11276,688
11277,hRSV/A/England/397/2017,11277,691
11278,hRSV/A/England/397/2017,11278,692
11279,hRSV/A/England/397/2017,11279,698
11280,hRSV/A/England/397/2017,11280,684
11281,hRSV/A/England/397/2017,11281,685
11282,hRSV/A/England/397/2017,11282,683
11283,hRSV/A/England/397/2017,11283,673
11284,hRSV/A/England/397/2017,11284,673
11285,hRSV/A/England/397/2017,11285,667
11286,hRSV/A/England/397/2017,11286,668
11287,hRSV/A/England/397/2017,11287,669
11288,hRSV/A/England/397/2017,11288,648
11289,hRSV/A/England/397/2017,11289,648
11290,hRSV/A/England/397/2017,11290,647
11291,hRSV/A/England/397/2017,11291,647
11292,hRSV/A/England/397/2017,11292,648
11293,hRSV/A/England/397/2017,11293,650
11294,hRSV/A/England/397/2017,11294,649
11295,hRSV/A/England/397/2017,11295,654
11296,hRSV/A/England/397/2017,11296,646
11297,hRSV/A/England/397/2017,11297,651
11298,hRSV/A/England/397/2017,11298,651
11299,hRSV/A/England/397/2017,11299,647
11300,hRSV/A/England/397/2017,11300,649
11301,hRSV/A/England/397/2017,11301,633
11302,hRSV/A/England/397/2017,11302,627
11303,hRSV/A/England/397/2017,11303,635
11304,hRSV/A/England/397/2017,11304,575
11305,hRSV/A/England/397/2017,11305,590
11306,hRSV/A/England/397/2017,11306,581
11307,hRSV/A/England/397/2017,11307,581
11308,hRSV/A/England/397/2017,11308,581
11309,hRSV/A/England/397/2017,11309,574
11310,hRSV/A/England/397/2017,11310,576
11311,hRSV/A/England/397/2017,11311,577
11312,hRSV/A/England/397/2017,11312,581
11313,hRSV/A/England/397/2017,11313,589
11314,hRSV/A/England/397/2017,11314,523
11315,hRSV/A/England/397/2017,11315,531
11316,hRSV/A/England/397/2017,11316,529
11317,hRSV/A/England/397/2017,11317,534
11318,hRSV/A/England/397/2017,11318,536
11319,hRSV/A/England/397/2017,11319,529
11320,hRSV/A/England/397/2017,11320,533
11321,hRSV/A/England/397/2017,11321,506
11322,hRSV/A/England/397/2017,11322,503
11323,hRSV/A/England/397/2017,11323,523
11324,hRSV/A/England/397/2017,11324,527
11325,hRSV/A/England/397/2017,11325,540
11326,hRSV/A/England/397/2017,11326,525
11327,hRSV/A/England/397/2017,11327,495
11328,hRSV/A/England/397/2017,11328,490
11329,hRSV/A/England/397/2017,11329,466
11330,hRSV/A/England/397/2017,11330,468
11331,hRSV/A/England/397/2017,11331,442
11332,hRSV/A/England/397/2017,11332,442
11333,hRSV/A/England/397/2017,11333,443
11334,hRSV/A/England/397/2017,11334,435
11335,hRSV/A/England/397/2017,11335,431
11336,hRSV/A/England/397/2017,11336,421
11337,hRSV/A/England/397/2017,11337,393
11338,hRSV/A/England/397/2017,11338,392
11339,hRSV/A/England/397/2017,11339,387
11340,hRSV/A/England/397/2017,11340,383
11341,hRSV/A/England/397/2017,11341,393
11342,hRSV/A/England/397/2017,11342,393
11343,hRSV/A/England/397/2017,11343,395
11344,hRSV/A/England/397/2017,11344,380
11345,hRSV/A/England/397/2017,11345,378
11346,hRSV/A/England/397/2017,11346,378
11347,hRSV/A/England/397/2017,11347,377
11348,hRSV/A/England/397/2017,11348,377
11349,hRSV/A/England/397/2017,11349,379
11350,hRSV/A/England/397/2017,11350,378
11351,hRSV/A/England/397/2017,11351,381
11352,hRSV/A/England/397/2017,11352,382
11353,hRSV/A/England/397/2017,11353,382
11354,hRSV/A/England/397/2017,11354,382
11355,hRSV/A/England/397/2017,11355,379
11356,hRSV/A/England/397/2017,11356,378
11357,hRSV/A/England/397/2017,11357,375
11358,hRSV/A/England/397/2017,11358,361
11359,hRSV/A/England/397/2017,11359,364
11360,hRSV/A/England/397/2017,11360,366
11361,hRSV/A/England/397/2017,11361,358
11362,hRSV/A/England/397/2017,11362,359
11363,hRSV/A/England/397/2017,11363,345
11364,hRSV/A/England/397/2017,11364,349
11365,hRSV/A/England/397/2017,11365,344
11366,hRSV/A/England/397/2017,11366,345
11367,hRSV/A/England/397/2017,11367,356
11368,hRSV/A/England/397/2017,11368,346
11369,hRSV/A/England/397/2017,11369,358
11370,hRSV/A/England/397/2017,11370,359
11371,hRSV/A/England/397/2017,11371,359
11372,hRSV/A/England/397/2017,11372,359
11373,hRSV/A/England/397/2017,11373,347
11374,hRSV/A/England/397/2017,11374,348
11375,hRSV/A/England/397/2017,11375,350
11376,hRSV/A/England/397/2017,11376,343
11377,hRSV/A/England/397/2017,11377,346
11378,hRSV/A/England/397/2017,11378,341
11379,hRSV/A/England/397/2017,11379,342
11380,hRSV/A/England/397/2017,11380,343
11381,hRSV/A/England/397/2017,11381,347
11382,hRSV/A/England/397/2017,11382,352
11383,hRSV/A/England/397/2017,11383,358
11384,hRSV/A/England/397/2017,11384,361
11385,hRSV/A/England/397/2017,11385,361
11386,hRSV/A/England/397/2017,11386,363
11387,hRSV/A/England/397/2017,11387,358
11388,hRSV/A/England/397/2017,11388,355
11389,hRSV/A/England/397/2017,11389,358
11390,hRSV/A/England/397/2017,11390,352
11391,hRSV/A/England/397/2017,11391,348
11392,hRSV/A/England/397/2017,11392,349
11393,hRSV/A/England/397/2017,11393,349
11394,hRSV/A/England/397/2017,11394,352
11395,hRSV/A/England/397/2017,11395,361
11396,hRSV/A/England/397/2017,11396,367
11397,hRSV/A/England/397/2017,11397,367
11398,hRSV/A/England/397/2017,11398,363
11399,hRSV/A/England/397/2017,11399,362
11400,hRSV/A/England/397/2017,11400,363
11401,hRSV/A/England/397/2017,11401,372
11402,hRSV/A/England/397/2017,11402,372
11403,hRSV/A/England/397/2017,11403,376
11404,hRSV/A/England/397/2017,11404,373
11405,hRSV/A/England/397/2017,11405,371
11406,hRSV/A/England/397/2017,11406,371
11407,hRSV/A/England/397/2017,11407,372
11408,hRSV/A/England/397/2017,11408,372
11409,hRSV/A/England/397/2017,11409,372
11410,hRSV/A/England/397/2017,11410,373
11411,hRSV/A/England/397/2017,11411,375
11412,hRSV/A/England/397/2017,11412,381
11413,hRSV/A/England/397/2017,11413,398
11414,hRSV/A/England/397/2017,11414,408
11415,hRSV/A/England/397/2017,11415,425
11416,hRSV/A/England/397/2017,11416,426
11417,hRSV/A/England/397/2017,11417,433
11418,hRSV/A/England/397/2017,11418,432
11419,hRSV/A/England/397/2017,11419,451
11420,hRSV/A/England/397/2017,11420,450
11421,hRSV/A/England/397/2017,11421,449
11422,hRSV/A/England/397/2017,11422,449
11423,hRSV/A/England/397/2017,11423,441
11424,hRSV/A/England/397/2017,11424,440
11425,hRSV/A/England/397/2017,11425,445
11426,hRSV/A/England/397/2017,11426,445
11427,hRSV/A/England/397/2017,11427,443
11428,hRSV/A/England/397/2017,11428,443
11429,hRSV/A/England/397/2017,11429,442
11430,hRSV/A/England/397/2017,11430,442
11431,hRSV/A/England/397/2017,11431,440
11432,hRSV/A/England/397/2017,11432,438
11433,hRSV/A/England/397/2017,11433,435
11434,hRSV/A/England/397/2017,11434,433
11435,hRSV/A/England/397/2017,11435,444
11436,hRSV/A/England/397/2017,11436,446
11437,hRSV/A/England/397/2017,11437,449
11438,hRSV/A/England/397/2017,11438,448
11439,hRSV/A/England/397/2017,11439,448
11440,hRSV/A/England/397/2017,11440,447
11441,hRSV/A/England/397/2017,11441,487
11442,hRSV/A/England/397/2017,11442,485
11443,hRSV/A/England/397/2017,11443,481
11444,hRSV/A/England/397/2017,11444,479
11445,hRSV/A/England/397/2017,11445,480
11446,hRSV/A/England/397/2017,11446,490
11447,hRSV/A/England/397/2017,11447,490
11448,hRSV/A/England/397/2017,11448,488
11449,hRSV/A/England/397/2017,11449,488
11450,hRSV/A/England/397/2017,11450,471
11451,hRSV/A/England/397/2017,11451,540
11452,hRSV/A/England/397/2017,11452,532
11453,hRSV/A/England/397/2017,11453,528
11454,hRSV/A/England/397/2017,11454,532
11455,hRSV/A/England/397/2017,11455,532
11456,hRSV/A/England/397/2017,11456,532
11457,hRSV/A/England/397/2017,11457,535
11458,hRSV/A/England/397/2017,11458,533
11459,hRSV/A/England/397/2017,11459,532
11460,hRSV/A/England/397/2017,11460,526
11461,hRSV/A/England/397/2017,11461,502
11462,hRSV/A/England/397/2017,11462,614
11463,hRSV/A/England/397/2017,11463,605
11464,hRSV/A/England/397/2017,11464,607
11465,hRSV/A/England/397/2017,11465,604
11466,hRSV/A/England/397/2017,11466,598
11467,hRSV/A/England/397/2017,11467,596
11468,hRSV/A/England/397/2017,11468,596
11469,hRSV/A/England/397/2017,11469,595
11470,hRSV/A/England/397/2017,11470,594
11471,hRSV/A/England/397/2017,11471,546
11472,hRSV/A/England/397/2017,11472,538
11473,hRSV/A/England/397/2017,11473,531
11474,hRSV/A/England/397/2017,11474,531
11475,hRSV/A/England/397/2017,11475,528
11476,hRSV/A/England/397/2017,11476,528
11477,hRSV/A/England/397/2017,11477,523
11478,hRSV/A/England/397/2017,11478,523
11479,hRSV/A/England/397/2017,11479,523
11480,hRSV/A/England/397/2017,11480,523
11481,hRSV/A/England/397/2017,11481,523
11482,hRSV/A/England/397/2017,11482,523
11483,hRSV/A/England/397/2017,11483,523
11484,hRSV/A/England/397/2017,11484,522
11485,hRSV/A/England/397/2017,11485,521
11486,hRSV/A/England/397/2017,11486,521
11487,hRSV/A/England/397/2017,11487,517
11488,hRSV/A/England/397/2017,11488,515
11489,hRSV/A/England/397/2017,11489,499
11490,hRSV/A/England/397/2017,11490,499
11491,hRSV/A/England/397/2017,11491,499
11492,hRSV/A/England/397/2017,11492,499
11493,hRSV/A/England/397/2017,11493,845
11494,hRSV/A/England/397/2017,11494,845
11495,hRSV/A/England/397/2017,11495,841
11496,hRSV/A/England/397/2017,11496,843
11497,hRSV/A/England/397/2017,11497,848
11498,hRSV/A/England/397/2017,11498,858
11499,hRSV/A/England/397/2017,11499,867
11500,hRSV/A/England/397/2017,11500,868
11501,hRSV/A/England/397/2017,11501,879
11502,hRSV/A/England/397/2017,11502,884
11503,hRSV/A/England/397/2017,11503,895
11504,hRSV/A/England/397/2017,11504,903
11505,hRSV/A/England/397/2017,11505,912
11506,hRSV/A/England/397/2017,11506,924
11507,hRSV/A/England/397/2017,11507,930
11508,hRSV/A/England/397/2017,11508,930
11509,hRSV/A/England/397/2017,11509,929
11510,hRSV/A/England/397/2017,11510,931
11511,hRSV/A/England/397/2017,11511,931
11512,hRSV/A/England/397/2017,11512,934
11513,hRSV/A/England/397/2017,11513,933
11514,hRSV/A/England/397/2017,11514,931
11515,hRSV/A/England/397/2017,11515,931
11516,hRSV/A/England/397/2017,11516,932
11517,hRSV/A/England/397/2017,11517,935
11518,hRSV/A/England/397/2017,11518,938
11519,hRSV/A/England/397/2017,11519,946
11520,hRSV/A/England/397/2017,11520,951
11521,hRSV/A/England/397/2017,11521,952
11522,hRSV/A/England/397/2017,11522,978
11523,hRSV/A/England/397/2017,11523,977
11524,hRSV/A/England/397/2017,11524,977
11525,hRSV/A/England/397/2017,11525,979
11526,hRSV/A/England/397/2017,11526,970
11527,hRSV/A/England/397/2017,11527,973
11528,hRSV/A/England/397/2017,11528,973
11529,hRSV/A/England/397/2017,11529,970
11530,hRSV/A/England/397/2017,11530,968
11531,hRSV/A/England/397/2017,11531,948
11532,hRSV/A/England/397/2017,11532,950
11533,hRSV/A/England/397/2017,11533,951
11534,hRSV/A/England/397/2017,11534,948
11535,hRSV/A/England/397/2017,11535,957
11536,hRSV/A/England/397/2017,11536,956
11537,hRSV/A/England/397/2017,11537,954
11538,hRSV/A/England/397/2017,11538,955
11539,hRSV/A/England/397/2017,11539,959
11540,hRSV/A/England/397/2017,11540,964
11541,hRSV/A/England/397/2017,11541,964
11542,hRSV/A/England/397/2017,11542,959
11543,hRSV/A/England/397/2017,11543,962
11544,hRSV/A/England/397/2017,11544,960
11545,hRSV/A/England/397/2017,11545,959
11546,hRSV/A/England/397/2017,11546,964
11547,hRSV/A/England/397/2017,11547,961
11548,hRSV/A/England/397/2017,11548,961
11549,hRSV/A/England/397/2017,11549,950
11550,hRSV/A/England/397/2017,11550,953
11551,hRSV/A/England/397/2017,11551,594
11552,hRSV/A/England/397/2017,11552,638
11553,hRSV/A/England/397/2017,11553,643
11554,hRSV/A/England/397/2017,11554,674
11555,hRSV/A/England/397/2017,11555,675
11556,hRSV/A/England/397/2017,11556,697
11557,hRSV/A/England/397/2017,11557,704
11558,hRSV/A/England/397/2017,11558,727
11559,hRSV/A/England/397/2017,11559,737
11560,hRSV/A/England/397/2017,11560,750
11561,hRSV/A/England/397/2017,11561,750
11562,hRSV/A/England/397/2017,11562,752
11563,hRSV/A/England/397/2017,11563,776
11564,hRSV/A/England/397/2017,11564,788
11565,hRSV/A/England/397/2017,11565,788
11566,hRSV/A/England/397/2017,11566,795
11567,hRSV/A/England/397/2017,11567,797
11568,hRSV/A/England/397/2017,11568,877
11569,hRSV/A/England/397/2017,11569,877
11570,hRSV/A/England/397/2017,11570,881
11571,hRSV/A/England/397/2017,11571,884
11572,hRSV/A/England/397/2017,11572,887
11573,hRSV/A/England/397/2017,11573,891
11574,hRSV/A/England/397/2017,11574,891
11575,hRSV/A/England/397/2017,11575,894
11576,hRSV/A/England/397/2017,11576,894
11577,hRSV/A/England/397/2017,11577,899
11578,hRSV/A/England/397/2017,11578,868
11579,hRSV/A/England/397/2017,11579,885
11580,hRSV/A/England/397/2017,11580,881
11581,hRSV/A/England/397/2017,11581,889
11582,hRSV/A/England/397/2017,11582,906
11583,hRSV/A/England/397/2017,11583,906
11584,hRSV/A/England/397/2017,11584,900
11585,hRSV/A/England/397/2017,11585,901
11586,hRSV/A/England/397/2017,11586,901
11587,hRSV/A/England/397/2017,11587,911
11588,hRSV/A/England/397/2017,11588,912
11589,hRSV/A/England/397/2017,11589,912
11590,hRSV/A/England/397/2017,11590,910
11591,hRSV/A/England/397/2017,11591,881
11592,hRSV/A/England/397/2017,11592,884
11593,hRSV/A/England/397/2017,11593,884
11594,hRSV/A/England/397/2017,11594,886
11595,hRSV/A/England/397/2017,11595,884
11596,hRSV/A/England/397/2017,11596,870
11597,hRSV/A/England/397/2017,11597,868
11598,hRSV/A/England/397/2017,11598,871
11599,hRSV/A/England/397/2017,11599,882
11600,hRSV/A/England/397/2017,11600,891
11601,hRSV/A/England/397/2017,11601,884
11602,hRSV/A/England/397/2017,11602,884
11603,hRSV/A/England/397/2017,11603,879
11604,hRSV/A/England/397/2017,11604,879
11605,hRSV/A/England/397/2017,11605,879
11606,hRSV/A/England/397/2017,11606,876
11607,hRSV/A/England/397/2017,11607,874
11608,hRSV/A/England/397/2017,11608,868
11609,hRSV/A/England/397/2017,11609,867
11610,hRSV/A/England/397/2017,11610,866
11611,hRSV/A/England/397/2017,11611,866
11612,hRSV/A/England/397/2017,11612,869
11613,hRSV/A/England/397/2017,11613,873
11614,hRSV/A/England/397/2017,11614,873
11615,hRSV/A/England/397/2017,11615,878
11616,hRSV/A/England/397/2017,11616,879
11617,hRSV/A/England/397/2017,11617,885
11618,hRSV/A/England/397/2017,11618,885
11619,hRSV/A/England/397/2017,11619,885
11620,hRSV/A/England/397/2017,11620,898
11621,hRSV/A/England/397/2017,11621,898
11622,hRSV/A/England/397/2017,11622,830
11623,hRSV/A/England/397/2017,11623,826
11624,hRSV/A/England/397/2017,11624,840
11625,hRSV/A/England/397/2017,11625,844
11626,hRSV/A/England/397/2017,11626,846
11627,hRSV/A/England/397/2017,11627,848
11628,hRSV/A/England/397/2017,11628,796
11629,hRSV/A/England/397/2017,11629,796
11630,hRSV/A/England/397/2017,11630,791
11631,hRSV/A/England/397/2017,11631,766
11632,hRSV/A/England/397/2017,11632,767
11633,hRSV/A/England/397/2017,11633,764
11634,hRSV/A/England/397/2017,11634,745
11635,hRSV/A/England/397/2017,11635,740
11636,hRSV/A/England/397/2017,11636,732
11637,hRSV/A/England/397/2017,11637,736
11638,hRSV/A/England/397/2017,11638,726
11639,hRSV/A/England/397/2017,11639,730
11640,hRSV/A/England/397/2017,11640,729
11641,hRSV/A/England/397/2017,11641,727
11642,hRSV/A/England/397/2017,11642,738
11643,hRSV/A/England/397/2017,11643,735
11644,hRSV/A/England/397/2017,11644,727
11645,hRSV/A/England/397/2017,11645,732
11646,hRSV/A/England/397/2017,11646,734
11647,hRSV/A/England/397/2017,11647,726
11648,hRSV/A/England/397/2017,11648,711
11649,hRSV/A/England/397/2017,11649,711
11650,hRSV/A/England/397/2017,11650,713
11651,hRSV/A/England/397/2017,11651,708
11652,hRSV/A/England/397/2017,11652,707
11653,hRSV/A/England/397/2017,11653,698
11654,hRSV/A/England/397/2017,11654,682
11655,hRSV/A/England/397/2017,11655,676
11656,hRSV/A/England/397/2017,11656,687
11657,hRSV/A/England/397/2017,11657,684
11658,hRSV/A/England/397/2017,11658,684
11659,hRSV/A/England/397/2017,11659,690
11660,hRSV/A/England/397/2017,11660,683
11661,hRSV/A/England/397/2017,11661,692
11662,hRSV/A/England/397/2017,11662,689
11663,hRSV/A/England/397/2017,11663,686
11664,hRSV/A/England/397/2017,11664,684
11665,hRSV/A/England/397/2017,11665,676
11666,hRSV/A/England/397/2017,11666,674
11667,hRSV/A/England/397/2017,11667,669
11668,hRSV/A/England/397/2017,11668,663
11669,hRSV/A/England/397/2017,11669,661
11670,hRSV/A/England/397/2017,11670,638
11671,hRSV/A/England/397/2017,11671,647
11672,hRSV/A/England/397/2017,11672,649
11673,hRSV/A/England/397/2017,11673,641
11674,hRSV/A/England/397/2017,11674,637
11675,hRSV/A/England/397/2017,11675,635
11676,hRSV/A/England/397/2017,11676,637
11677,hRSV/A/England/397/2017,11677,637
11678,hRSV/A/England/397/2017,11678,643
11679,hRSV/A/England/397/2017,11679,656
11680,hRSV/A/England/397/2017,11680,653
11681,hRSV/A/England/397/2017,11681,662
11682,hRSV/A/England/397/2017,11682,661
11683,hRSV/A/England/397/2017,11683,655
11684,hRSV/A/England/397/2017,11684,662
11685,hRSV/A/England/397/2017,11685,665
11686,hRSV/A/England/397/2017,11686,757
11687,hRSV/A/England/397/2017,11687,757
11688,hRSV/A/England/397/2017,11688,763
11689,hRSV/A/England/397/2017,11689,793
11690,hRSV/A/England/397/2017,11690,796
11691,hRSV/A/England/397/2017,11691,791
11692,hRSV/A/England/397/2017,11692,811
11693,hRSV/A/England/397/2017,11693,808
11694,hRSV/A/England/397/2017,11694,807
11695,hRSV/A/England/397/2017,11695,838
11696,hRSV/A/England/397/2017,11696,838
11697,hRSV/A/England/397/2017,11697,867
11698,hRSV/A/England/397/2017,11698,873
11699,hRSV/A/England/397/2017,11699,886
11700,hRSV/A/England/397/2017,11700,861
11701,hRSV/A/England/397/2017,11701,843
11702,hRSV/A/England/397/2017,11702,851
11703,hRSV/A/England/397/2017,11703,854
11704,hRSV/A/England/397/2017,11704,839
11705,hRSV/A/England/397/2017,11705,835
11706,hRSV/A/England/397/2017,11706,813
11707,hRSV/A/England/397/2017,11707,810
11708,hRSV/A/England/397/2017,11708,792
11709,hRSV/A/England/397/2017,11709,792
11710,hRSV/A/England/397/2017,11710,812
11711,hRSV/A/England/397/2017,11711,795
11712,hRSV/A/England/397/2017,11712,790
11713,hRSV/A/England/397/2017,11713,807
11714,hRSV/A/England/397/2017,11714,807
11715,hRSV/A/England/397/2017,11715,760
11716,hRSV/A/England/397/2017,11716,759
11717,hRSV/A/England/397/2017,11717,761
11718,hRSV/A/England/397/2017,11718,769
11719,hRSV/A/England/397/2017,11719,772
11720,hRSV/A/England/397/2017,11720,766
11721,hRSV/A/England/397/2017,11721,765
11722,hRSV/A/England/397/2017,11722,765
11723,hRSV/A/England/397/2017,11723,762
11724,hRSV/A/England/397/2017,11724,767
11725,hRSV/A/England/397/2017,11725,764
11726,hRSV/A/England/397/2017,11726,763
11727,hRSV/A/England/397/2017,11727,744
11728,hRSV/A/England/397/2017,11728,727
11729,hRSV/A/England/397/2017,11729,727
11730,hRSV/A/England/397/2017,11730,726
11731,hRSV/A/England/397/2017,11731,726
11732,hRSV/A/England/397/2017,11732,725
11733,hRSV/A/England/397/2017,11733,721
11734,hRSV/A/England/397/2017,11734,713
11735,hRSV/A/England/397/2017,11735,707
11736,hRSV/A/England/397/2017,11736,702
11737,hRSV/A/England/397/2017,11737,702
11738,hRSV/A/England/397/2017,11738,706
11739,hRSV/A/England/397/2017,11739,713
11740,hRSV/A/England/397/2017,11740,709
11741,hRSV/A/England/397/2017,11741,709
11742,hRSV/A/England/397/2017,11742,710
11743,hRSV/A/England/397/2017,11743,710
11744,hRSV/A/England/397/2017,11744,710
11745,hRSV/A/England/397/2017,11745,710
11746,hRSV/A/England/397/2017,11746,706
11747,hRSV/A/England/397/2017,11747,696
11748,hRSV/A/England/397/2017,11748,687
11749,hRSV/A/England/397/2017,11749,689
11750,hRSV/A/England/397/2017,11750,689
11751,hRSV/A/England/397/2017,11751,690
11752,hRSV/A/England/397/2017,11752,690
11753,hRSV/A/England/397/2017,11753,688
11754,hRSV/A/England/397/2017,11754,687
11755,hRSV/A/England/397/2017,11755,688
11756,hRSV/A/England/397/2017,11756,687
11757,hRSV/A/England/397/2017,11757,687
11758,hRSV/A/England/397/2017,11758,694
11759,hRSV/A/England/397/2017,11759,693
11760,hRSV/A/England/397/2017,11760,692
11761,hRSV/A/England/397/2017,11761,690
11762,hRSV/A/England/397/2017,11762,690
11763,hRSV/A/England/397/2017,11763,685
11764,hRSV/A/England/397/2017,11764,685
11765,hRSV/A/England/397/2017,11765,678
11766,hRSV/A/England/397/2017,11766,677
11767,hRSV/A/England/397/2017,11767,660
11768,hRSV/A/England/397/2017,11768,655
11769,hRSV/A/England/397/2017,11769,655
11770,hRSV/A/England/397/2017,11770,654
11771,hRSV/A/England/397/2017,11771,654
11772,hRSV/A/England/397/2017,11772,647
11773,hRSV/A/England/397/2017,11773,638
11774,hRSV/A/England/397/2017,11774,639
11775,hRSV/A/England/397/2017,11775,639
11776,hRSV/A/England/397/2017,11776,632
11777,hRSV/A/England/397/2017,11777,630
11778,hRSV/A/England/397/2017,11778,630
11779,hRSV/A/England/397/2017,11779,628
11780,hRSV/A/England/397/2017,11780,626
11781,hRSV/A/England/397/2017,11781,626
11782,hRSV/A/England/397/2017,11782,623
11783,hRSV/A/England/397/2017,11783,621
11784,hRSV/A/England/397/2017,11784,943
11785,hRSV/A/England/397/2017,11785,941
11786,hRSV/A/England/397/2017,11786,951
11787,hRSV/A/England/397/2017,11787,942
11788,hRSV/A/England/397/2017,11788,952
11789,hRSV/A/England/397/2017,11789,951
11790,hRSV/A/England/397/2017,11790,938
11791,hRSV/A/England/397/2017,11791,950
11792,hRSV/A/England/397/2017,11792,935
11793,hRSV/A/England/397/2017,11793,999
11794,hRSV/A/England/397/2017,11794,1000
11795,hRSV/A/England/397/2017,11795,999
11796,hRSV/A/England/397/2017,11796,1004
11797,hRSV/A/England/397/2017,11797,1000
11798,hRSV/A/England/397/2017,11798,1017
11799,hRSV/A/England/397/2017,11799,1025
11800,hRSV/A/England/397/2017,11800,1060
11801,hRSV/A/England/397/2017,11801,1072
11802,hRSV/A/England/397/2017,11802,1050
11803,hRSV/A/England/397/2017,11803,1050
11804,hRSV/A/England/397/2017,11804,1042
11805,hRSV/A/England/397/2017,11805,1048
11806,hRSV/A/England/397/2017,11806,1048
11807,hRSV/A/England/397/2017,11807,1045
11808,hRSV/A/England/397/2017,11808,1058
11809,hRSV/A/England/397/2017,11809,1063
11810,hRSV/A/England/397/2017,11810,1127
11811,hRSV/A/England/397/2017,11811,1127
11812,hRSV/A/England/397/2017,11812,1125
11813,hRSV/A/England/397/2017,11813,1125
11814,hRSV/A/England/397/2017,11814,1124
11815,hRSV/A/England/397/2017,11815,1128
11816,hRSV/A/England/397/2017,11816,1128
11817,hRSV/A/England/397/2017,11817,1126
11818,hRSV/A/England/397/2017,11818,1129
11819,hRSV/A/England/397/2017,11819,1118
11820,hRSV/A/England/397/2017,11820,1128
11821,hRSV/A/England/397/2017,11821,1133
11822,hRSV/A/England/397/2017,11822,1133
11823,hRSV/A/England/397/2017,11823,1140
11824,hRSV/A/England/397/2017,11824,1138
11825,hRSV/A/England/397/2017,11825,1246
11826,hRSV/A/England/397/2017,11826,1251
11827,hRSV/A/England/397/2017,11827,1249
11828,hRSV/A/England/397/2017,11828,1266
11829,hRSV/A/England/397/2017,11829,1251
11830,hRSV/A/England/397/2017,11830,1259
11831,hRSV/A/England/397/2017,11831,1265
11832,hRSV/A/England/397/2017,11832,1255
11833,hRSV/A/England/397/2017,11833,1284
11834,hRSV/A/England/397/2017,11834,1151
11835,hRSV/A/England/397/2017,11835,850
11836,hRSV/A/England/397/2017,11836,873
